Date,Elevation (ft AMSL),Temp (oC),DO (mg/L)
8/10/2015,510,11.7,4.43
8/10/2015,490,11.7,4.37
8/10/2015,470,11.7,4.16
8/17/2015,555.5,24.6,9.13
8/17/2015,550.5,24.1,7.15
8/17/2015,550,24.1,7.1
8/17/2015,545.5,21.8,0.42
8/17/2015,530,13,0.54
8/17/2015,510,11.7,3.95
8/17/2015,490,11.7,3.84
8/17/2015,470,11.7,3.79
8/19/2015,555.4,24.5,10
8/19/2015,550.4,24.2,9.79
8/19/2015,550,24.1,9.36
8/19/2015,545.4,21.9,0.22
8/19/2015,530,12.9,0.22
8/19/2015,510,11.7,4.06
8/19/2015,490,11.7,4.02
8/24/2015,555.0,24.1,9.21
8/24/2015,550,24,9.28
8/24/2015,550.0,24,9.27
8/24/2015,545.0,22.2,0.26
8/24/2015,530,13.2,0.26
8/24/2015,510,11.7,3.66
8/24/2015,490,11.7,3.5
8/25/2015,554.9,24.3,9.47
8/25/2015,550,24,9.15
8/25/2015,549.9,24,9.01
8/25/2015,544.9,22.5,0.25
8/25/2015,530,13.2,0.24
8/25/2015,510,11.7,3.63
8/25/2015,490,11.7,3.56
8/26/2015,554.8,24.2,8.85
8/26/2015,550,24,8.75
8/26/2015,549.8,24,8.65
8/26/2015,544.8,22.5,0.25
8/26/2015,530,13.4,0.18
8/26/2015,510,11.7,3.55
8/26/2015,490,11.7,3.49
8/27/2015,554.8,24.5,9.07
8/27/2015,550,24,8.76
8/27/2015,549.8,23.9,7.75
8/27/2015,544.8,22.1,0.47
8/27/2015,530,13.3,0.6
8/27/2015,510,11.8,3.81
8/27/2015,490,11.7,3.72
8/27/2015,470,11.7,3.3
8/31/2015,554.5,24.2,8.92
8/31/2015,550,24,7.4
8/31/2015,549.5,24,6.87
8/31/2015,544.5,22.2,0.5
8/31/2015,530,13.3,0.62
8/31/2015,510,11.8,3.86
8/31/2015,490,11.8,3.76
8/31/2015,470,11.7,3.64
9/8/2015,553.8,22.5,8.82
9/8/2015,550,22.5,8.72
9/8/2015,548.8,22.5,8.7
9/8/2015,543.8,22.4,7.55
9/8/2015,530,13.9,0.6
9/8/2015,510,11.8,4.06
9/8/2015,490,11.8,4.05
9/8/2015,470,11.8,3.82
9/10/2015,553.7,23.2,8.78
9/10/2015,550,22.6,7.62
9/10/2015,548.7,22.5,7.06
9/10/2015,543.7,21.7,2.25
9/10/2015,530,14,0.62
9/10/2015,510,11.8,3.77
9/10/2015,490,11.8,3.74
9/10/2015,470,11.8,3.5
9/14/2015,553.4,22.3,7.64
9/14/2015,550,22.3,7.66
9/14/2015,548.4,22.3,7.53
9/14/2015,543.4,22.2,6.66
9/14/2015,530,13.8,0.48
9/14/2015,510,11.8,3.67
9/14/2015,490,11.8,3.59
9/14/2015,470,11.8,3.49
9/17/2015,553.1,21.5,7.4
9/17/2015,550,21.5,7.44
9/17/2015,548.1,21.5,7.36
9/17/2015,543.1,21.4,7.2
9/17/2015,530,14.1,0.65
9/17/2015,510,11.8,3.77
9/17/2015,490,11.8,3.84
9/17/2015,470,11.8,3.72
9/21/2015,552.8,22,8.51
9/21/2015,550,21.9,8.46
9/21/2015,547.8,21.8,8.14
9/21/2015,542.8,21.2,5.1
9/21/2015,530,14.7,0.46
9/21/2015,510,11.9,3.8
9/21/2015,490,11.8,3.7
9/21/2015,470,11.9,2.32
9/29/2015,552.2,21.7,6.4
9/29/2015,550,21.7,6.38
9/29/2015,547.2,21.7,6.32
9/29/2015,542.2,21.6,5.81
9/29/2015,530,14.5,0.58
9/29/2015,510,11.9,3.7
9/29/2015,490,11.9,3.64
9/29/2015,470,11.9,3.45
10/5/2015,551.7,20.7,6.7
10/5/2015,550,20.7,6.7
10/5/2015,546.7,20.7,6.67
10/5/2015,541.7,20.7,6.69
10/5/2015,530,14.9,0.6
10/5/2015,510,11.9,3.92
10/5/2015,490,11.9,3.57
10/5/2015,470,11.9,3.52
10/8/2015,551.5,21,7.35
10/8/2015,550,21,7.35
10/8/2015,546.5,20.9,7.25
10/8/2015,541.5,20.7,6.8
10/8/2015,530,14.3,1.23
10/8/2015,510,11.9,3.85
10/8/2015,490,11.9,3.73
10/8/2015,470,11.9,3.6
10/12/2015,551.1,20.9,7.13
10/12/2015,550,20.9,7.15
10/12/2015,546.1,20.9,7.09
10/12/2015,541.1,20.8,7.02
10/12/2015,530,15.3,0.63
10/12/2015,510,12,3.27
10/12/2015,490,11.9,3.18
10/12/2015,470,11.9,3.08
10/14/2015,551.0,20.9,9.03
10/14/2015,550,20.9,8.96
10/14/2015,546.0,20.8,8.89
10/14/2015,541.0,20.8,8.6
10/14/2015,530,15.9,0.97
10/14/2015,510,11.9,3.84
10/14/2015,490,11.9,2.48
10/14/2015,470,11.9,3.42
10/19/2015,550.6,20.6,8.84
10/19/2015,550,20.6,8.85
10/19/2015,545.6,20.6,8.85
10/19/2015,540.6,20.6,8.49
10/19/2015,530,15.8,0.54
10/19/2015,510,12,3.4
10/19/2015,490,11.9,3.38
10/19/2015,470,11.9,2.37
10/22/2015,550.4,20.1,8.01
10/22/2015,550,20.1,7.98
10/22/2015,545.4,20.1,7.78
10/22/2015,540.4,20.1,7.69
10/22/2015,530,16.5,0.68
10/22/2015,510,12,3.2
10/22/2015,490,12,3.14
10/22/2015,470,12,2.92
10/26/2015,550.1,19.5,7.88
10/26/2015,550,19.5,7.84
10/26/2015,545.1,19.5,7.85
10/26/2015,540.1,19.5,7.83
10/26/2015,530,16.8,0.56
10/26/2015,510,12,3.21
10/26/2015,490,12,3.14
10/26/2015,470,12,2.67
11/5/2015,550,17.6,7.95
11/5/2015,549.5,17.5,7.91
11/5/2015,544.5,17.5,7.85
11/5/2015,539.5,17.5,7.78
11/5/2015,530,17.5,7.73
11/5/2015,510,12.1,3.73
11/5/2015,490,12.1,3.61
11/5/2015,470,12.1,3.1
11/12/2015,550,15.6,7
11/12/2015,549.2,15.6,6.97
11/12/2015,544.2,15.6,6.92
11/12/2015,539.2,15.6,6.9
11/12/2015,530,15.6,6.84
11/12/2015,510,12.2,3.49
11/12/2015,490,12.1,3.24
11/12/2015,470,12.1,2.88
11/16/2015,550,14.7,8.23
11/16/2015,549.1,14.7,8.21
11/16/2015,544.1,14.7,8.19
11/16/2015,539.1,14.7,8.15
11/16/2015,530,14.7,8.1
11/16/2015,510,12.3,4.05
11/16/2015,490,12.2,3.6
11/16/2015,470,12.2,3.19
11/24/2015,550,14,9.06
11/24/2015,548.8,14,9.05
11/24/2015,543.8,14,9.07
11/24/2015,538.8,14,9.1
11/24/2015,530,14,9.12
11/24/2015,510,12.4,4.95
11/24/2015,490,12.3,4.28
11/24/2015,470,12.2,3.76
11/30/2015,550,12.4,6.51
11/30/2015,548.5,12.4,6.4
11/30/2015,543.5,12.4,6.35
11/30/2015,538.5,12.4,6.27
11/30/2015,530,12.4,6.25
11/30/2015,510,12.4,6.19
11/30/2015,490,12.4,6.02
11/30/2015,470,12.4,5.64
12/7/2015,550,12.1,7.35
12/7/2015,548.4,12.1,7.3
12/7/2015,543.4,12.1,7.22
12/7/2015,538.4,12.1,7.15
12/7/2015,530,12,6.86
12/7/2015,510,12,6.75
12/7/2015,490,12,7.2
12/7/2015,470,12,7.39
12/14/2015,550,11.9,8.13
12/14/2015,548.3,11.9,8.09
12/14/2015,543.3,11.9,8.01
12/14/2015,538.3,11.9,7.93
12/14/2015,530,11.9,7.91
12/14/2015,510,11.9,7.88
12/14/2015,490,11.9,7.85
12/14/2015,470,11.9,7.8
12/21/2015,550,11.3,9.09
12/21/2015,548.1,11.3,9.01
12/21/2015,543.1,11.3,8.99
12/21/2015,538.1,11.3,8.99
12/21/2015,530,11.3,8.99
12/21/2015,510,11.3,8.99
12/21/2015,490,11.3,8.9
12/21/2015,470,11.3,8.91
1/4/2016,550,10.4,10.23
1/4/2016,547.9,10.4,10.2
1/4/2016,542.9,10.4,10.11
1/4/2016,537.9,10.3,9.88
1/4/2016,530,10.3,9.76
1/4/2016,510,10.3,9.66
1/4/2016,490,10.3,9.6
1/4/2016,470,10.2,9.45
1/11/2016,550,10.5,10.55
1/11/2016,547.8,10.4,10.4
1/11/2016,542.8,10.4,10.35
1/11/2016,537.8,10.4,10.25
1/11/2016,530,10.3,9.95
1/11/2016,510,10.3,8.67
1/11/2016,490,10.3,8.26
1/11/2016,470,10.3,7.88
1/14/2016,550,10.6,12.54
1/14/2016,547.7,10.5,12.59
1/14/2016,542.7,10.4,12.48
1/14/2016,537.7,10.4,12.3
1/14/2016,530,10.4,12.17
1/14/2016,510,10.3,11.17
1/14/2016,490,10.3,10.2
1/14/2016,470,10.3,9.76
1/20/2016,550,11.3,10.94
1/20/2016,547.6,11.4,10.98
1/20/2016,542.6,11.2,10.85
1/20/2016,537.6,11,10.69
1/20/2016,530,10.5,9.49
1/20/2016,510,10.4,8.8
1/20/2016,490,10.3,8.32
1/20/2016,470,10.3,7.9
1/25/2016,550,11.3,10.14
1/25/2016,547.5,11.3,10.28
1/25/2016,542.5,11.2,9.8
1/25/2016,537.5,11,9.52
1/25/2016,530,10.7,8.99
1/25/2016,510,10.4,7.99
1/25/2016,490,10.3,7.68
1/25/2016,470,10.3,7.17
2/1/2016,550,11.3,9.57
2/1/2016,547.4,11.4,9.63
2/1/2016,542.4,11.3,9.55
2/1/2016,537.4,11.2,9.45
2/1/2016,530,10.6,8
2/1/2016,510,10.4,6.85
2/1/2016,490,10.4,6.72
2/1/2016,470,10.4,6.25
2/8/2016,550,11.3,10.43
2/8/2016,547.3,11.4,10.52
2/8/2016,542.3,11.3,10.48
2/8/2016,537.3,10.8,9.78
2/8/2016,530,10.6,7.82
2/8/2016,510,10.4,6.83
2/8/2016,490,10.4,6.83
2/8/2016,470,10.4,6.4
2/16/2016,550,11.3,9.76
2/16/2016,547.1,13.2,11.31
2/16/2016,542.1,11.8,10.69
2/16/2016,537.1,11.1,9.93
2/16/2016,530,10.6,8.28
2/16/2016,510,10.4,6.35
2/16/2016,490,10.4,6.19
2/16/2016,470,10.4,6.07
2/22/2016,550,11.9,9.82
2/22/2016,547.0,13.1,11.49
2/22/2016,542.0,12.6,11.2
2/22/2016,537.0,11.7,9.49
2/22/2016,530,10.9,7.89
2/22/2016,510,10.6,6.47
2/22/2016,490,10.5,6.22
2/22/2016,470,10.4,5.8
2/29/2016,550,12.1,9.36
2/29/2016,546.9,14.1,11.17
2/29/2016,541.9,12.7,10.98
2/29/2016,536.9,11.7,8.89
2/29/2016,530,10.9,7.55
2/29/2016,510,10.6,6.25
2/29/2016,490,10.5,5.71
2/29/2016,470,10.4,5.13
3/14/2016,550,12.7,8.81
3/14/2016,546.7,13.2,9.41
3/14/2016,541.7,13,9.21
3/14/2016,536.7,13,9.18
3/14/2016,530,11.3,7.44
3/14/2016,510,10.9,6.57
3/14/2016,490,10.6,5.22
3/21/2016,550,12.4,7.97
3/21/2016,546.5,15.2,9.33
3/21/2016,541.5,13.1,8.71
3/21/2016,536.5,12.7,8.35
3/21/2016,530,11.3,6.93
3/21/2016,510,10.9,5.94
3/21/2016,490,10.7,4.72
3/24/2016,550,12.4,8.36
3/24/2016,546.5,15.1,9.76
3/24/2016,541.5,13,9.1
3/24/2016,536.5,12.8,8.77
3/24/2016,530,11.5,7.51
3/24/2016,510,11,6.27
3/24/2016,490,10.7,4.55
3/28/2016,550,12.4,7.77
3/28/2016,546.4,15.8,9.57
3/28/2016,541.4,14,8.9
3/28/2016,536.4,12.7,8.3
3/28/2016,530,11.4,6.94
3/28/2016,510,11,5.21
3/28/2016,490,10.7,4.58
4/4/2016,550,12.3,7.62
4/4/2016,546.3,15.6,9.21
4/4/2016,541.3,13.4,8.37
4/4/2016,536.3,12.7,8.02
4/4/2016,530,11.5,7.09
4/4/2016,510,11,5.68
4/4/2016,490,10.8,4.52
4/6/2016,550,12.4,7.65
4/6/2016,546.2,15.2,9.26
4/6/2016,541.2,13.3,8.02
4/6/2016,536.2,12.7,7.81
4/6/2016,530,11.4,6.75
4/6/2016,510,11,5.55
4/6/2016,490,10.8,3.73
4/7/2016,550,12.4,7.36
4/7/2016,546.2,15.8,9.41
4/7/2016,541.2,13.4,7.81
4/7/2016,536.2,12.7,7.79
4/7/2016,530,11.5,6.75
4/7/2016,510,11,5.54
4/7/2016,490,10.7,3.13
4/8/2016,550,12.3,6.31
4/8/2016,546.2,16.5,7.91
4/8/2016,541.2,13.3,6.79
4/8/2016,536.2,12.8,6.55
4/8/2016,530,11.5,5.65
4/8/2016,510,11,4.63
4/8/2016,490,10.8,3.26
4/11/2016,550,12.4,6.91
4/11/2016,546.2,15.6,8.19
4/11/2016,541.2,13.6,7.4
4/11/2016,536.2,12.8,7.17
4/11/2016,530,11.5,6.33
4/11/2016,510,11,5.11
4/11/2016,490,10.8,3.25
4/14/2016,550,12.3,7.11
4/14/2016,546.1,16.2,8.8
4/14/2016,541.1,13.9,7.58
4/14/2016,536.1,12.9,7.48
4/14/2016,530,11.5,6.58
4/14/2016,510,11,5.23
4/14/2016,490,10.8,3.26
4/18/2016,550,12.3,6.57
4/18/2016,546.0,17.7,8.9
4/18/2016,541.0,14.5,7.03
4/18/2016,536.0,13,7.02
4/18/2016,530,11.4,6.41
4/18/2016,510,11,5.51
4/18/2016,490,10.8,3.79
4/25/2016,550,12.5,5.64
4/25/2016,545.9,18.1,7.56
4/25/2016,540.9,17.8,7.38
4/25/2016,535.9,13.5,5.45
4/25/2016,530,11.8,5.29
4/25/2016,510,11.1,4.06
4/25/2016,490,10.8,2.42
5/2/2016,550,12.4,4.93
5/2/2016,545.8,17.8,6.85
5/2/2016,540.8,17.7,6.74
5/2/2016,535.8,13.5,4.65
5/2/2016,530,11.4,4.58
5/2/2016,510,11,3.8
5/2/2016,490,10.9,1.6
5/5/2016,550,12.4,5.3
5/5/2016,545.7,18.3,7.86
5/5/2016,540.7,16.8,6.22
5/5/2016,535.7,13.7,4.9
5/5/2016,530,11.5,4.97
5/5/2016,510,11.1,4.2
5/5/2016,490,10.9,2.9
5/10/2016,550,12.5,4.48
5/10/2016,545.6,18,7.03
5/10/2016,540.6,17,4.99
5/10/2016,535.6,13.9,4.01
5/10/2016,530,11.4,3.98
5/10/2016,510,11.1,2.93
5/10/2016,490,11,2.4
5/16/2016,550,12.6,5.29
5/16/2016,545.5,20,8.84
5/16/2016,540.5,16.9,5.77
5/16/2016,535.5,14.2,4.75
5/16/2016,530,11.4,4.49
5/16/2016,510,11.1,3.49
5/16/2016,490,11,3.17
5/18/2016,550,12.7,5.67
5/18/2016,545.5,19.5,8.89
5/18/2016,540.5,17.2,6.24
5/18/2016,535.5,14.2,5.22
5/18/2016,530,11.4,4.95
5/18/2016,510,11.1,4.13
5/18/2016,490,11.1,3.9
5/23/2016,550,12.7,4.67
5/23/2016,545.4,19.2,8.97
5/23/2016,540.4,18.4,6.76
5/23/2016,535.4,14.5,4.29
5/23/2016,530,11.4,4.45
5/23/2016,510,11.2,3.89
5/23/2016,490,11.1,3.5
5/24/2016,550,12.7,4.54
5/24/2016,545.4,19.5,8.66
5/24/2016,540.4,17.4,4.94
5/24/2016,535.4,14.5,3.95
5/24/2016,530,11.4,4.08
5/24/2016,510,11.2,3.59
5/24/2016,490,11.1,3.27
5/26/2016,550,12.6,5.2
5/26/2016,545.4,20,9.78
5/26/2016,540.4,17.2,5.85
5/26/2016,535.4,14.9,4.58
5/26/2016,530,11.4,4.72
5/26/2016,510,11.2,4.13
5/26/2016,490,11.2,3.91
5/27/2016,550,12.7,4.87
5/27/2016,545.3,20,9.39
5/27/2016,540.3,17.6,5.93
5/27/2016,535.3,14.4,4.38
5/27/2016,530,11.4,4.49
5/27/2016,510,11.2,3.98
5/27/2016,490,11.2,3.52
5/30/2016,550,12.8,4.6
5/30/2016,545.3,20.5,10.01
5/30/2016,540.3,17.6,5.53
5/30/2016,535.3,14.5,3.99
5/30/2016,530,11.4,4.35
5/30/2016,510,11.2,3.93
5/30/2016,490,11.2,3.48
5/31/2016,550,12.9,4.17
5/31/2016,545.3,20.8,10.14
5/31/2016,540.3,17.7,5.54
5/31/2016,535.3,14.8,3.88
5/31/2016,530,11.4,4.15
5/31/2016,510,11.2,3.78
5/31/2016,490,11.2,3.57
6/1/2016,545.3,20.9,11.07
6/1/2016,540.3,18.2,6.79
6/1/2016,535.3,14.9,4.54
6/1/2016,530,11.4,4.74
6/1/2016,510,11.2,4.33
6/1/2016,490,11.2,4.04
6/2/2016,550,13,3.91
6/2/2016,545.2,14.7,3.61
6/2/2016,540.2,17.3,4.93
6/2/2016,535.2,21.3,10.05
6/2/2016,530,11.4,4.08
6/2/2016,510,11.2,3.83
6/2/2016,490,11.2,3.53
6/3/2016,550,13.2,3.6
6/3/2016,545.2,21.9,8.95
6/3/2016,540.2,18.1,5.31
6/3/2016,535.2,14.9,3.51
6/3/2016,530,11.5,3.81
6/3/2016,510,11.3,3.7
6/3/2016,490,11.2,3.45
6/6/2016,550,12.8,3.69
6/6/2016,545.2,22.1,8.32
6/6/2016,540.2,17.4,4.91
6/6/2016,535.2,14.4,3.08
6/6/2016,530,11.4,3.9
6/6/2016,510,11.2,3.7
6/6/2016,490,11.2,3.42
6/9/2016,550,13,3.7
6/9/2016,545.1,23.4,9.65
6/9/2016,540.1,18.7,6.44
6/9/2016,535.1,15.2,3.26
6/9/2016,530,11.4,4.11
6/9/2016,510,11.3,3.97
6/9/2016,490,11.2,3.72
6/13/2016,550,12.9,3.28
6/13/2016,545.0,22.3,9.2
6/13/2016,540.0,18.4,4.65
6/13/2016,535.0,15.2,2.55
6/13/2016,530,11.4,3.59
6/13/2016,510,11.3,3.55
6/13/2016,490,11.3,3.37
6/16/2016,550,12.9,3.32
6/16/2016,545.0,21.5,8.97
6/16/2016,540.0,19.1,4.02
6/16/2016,535.0,15.6,2.42
6/16/2016,530,11.4,3.93
6/16/2016,510,11.3,3.86
6/16/2016,490,11.3,3.81
6/20/2016,550,13.1,2.73
6/20/2016,544.9,22,7.55
6/20/2016,539.9,19.1,2.52
6/20/2016,534.9,15.7,1.52
6/20/2016,530,11.4,3.68
6/20/2016,510,11.3,3.69
6/20/2016,490,11.3,3.51
6/27/2016,550,13.4,1.69
6/27/2016,544.8,23.5,7.63
6/27/2016,539.8,19.6,0.91
6/27/2016,534.8,15.6,0.75
6/27/2016,530,11.4,3.54
6/27/2016,510,11.3,3.67
6/27/2016,490,11.3,3.43
7/5/2016,550,13.5,1.57
7/5/2016,544.7,23.2,7.09
7/5/2016,539.7,21.5,1.75
7/5/2016,534.7,16.1,0.62
7/5/2016,530,11.4,3.5
7/5/2016,510,11.4,3.65
7/5/2016,490,11.4,3.59
7/7/2016,550,13.4,1.77
7/7/2016,544.6,23.3,7.33
7/7/2016,539.6,20.2,0.82
7/7/2016,534.6,16.1,0.84
7/7/2016,530,11.5,3.74
7/7/2016,510,11.4,3.76
7/7/2016,490,11.4,3.37
7/8/2016,550,13.6,1.55
7/8/2016,544.6,23.6,7.64
7/8/2016,539.6,22.5,4.82
7/8/2016,534.6,16.3,0.88
7/8/2016,530,11.5,3.66
7/8/2016,510,11.4,3.66
7/8/2016,490,11.4,3.69
7/11/2016,550,13.3,1.82
7/11/2016,544.5,23.6,8.77
7/11/2016,539.5,21,1.16
7/11/2016,534.5,16.5,1.04
7/11/2016,530,11.5,3.76
7/11/2016,510,11.4,3.85
7/11/2016,490,11.4,3.69
7/12/2016,550,13.9,1.4
7/12/2016,544.5,23.5,8.91
7/12/2016,539.5,21.1,1.2
7/12/2016,534.5,16.6,1.02
7/12/2016,530,11.5,3.76
7/12/2016,510,11.4,3.84
7/12/2016,490,11.4,3.52
7/12/2016,470,11.4,3.3
7/13/2016,550,13.9,1.31
7/13/2016,544.5,23.4,8.36
7/13/2016,539.5,21.3,1.21
7/13/2016,534.5,16.6,0.92
7/13/2016,530,11.5,3.56
7/13/2016,510,11.4,3.61
7/13/2016,490,11.4,3.4
7/14/2016,550,13.9,1.07
7/14/2016,544.5,23.1,7.55
7/14/2016,539.5,22.4,5.45
7/14/2016,534.5,16,0.85
7/14/2016,530,11.5,3.42
7/14/2016,510,11.4,3.49
7/14/2016,490,11.4,3.39
7/18/2016,550,14.3,0.48
7/18/2016,544.4,23.3,7.28
7/18/2016,539.4,23.1,6.86
7/18/2016,534.4,16.3,0.54
7/18/2016,530,11.5,3.05
7/18/2016,510,11.4,3.16
7/18/2016,490,11.4,3.13
7/25/2016,550,13.8,0.73
7/25/2016,544.3,23.2,6.23
7/25/2016,539.3,22.9,5.14
7/25/2016,534.3,16.3,0.69
7/25/2016,530,11.6,3.05
7/25/2016,510,11.5,3.24
7/25/2016,490,11.4,3.15
8/1/2016,550,14.5,0.43
8/1/2016,544.2,23.8,6.7
8/1/2016,539.2,23,5.45
8/1/2016,534.2,16.8,0.73
8/1/2016,530,11.5,2.92
8/1/2016,510,11.5,3.04
8/1/2016,490,11.4,3.01
8/4/2016,550,14.3,0.64
8/4/2016,544.1,23.6,7.11
8/4/2016,539.1,23.5,7.07
8/4/2016,534.1,16.7,1
8/4/2016,530,11.5,3.23
8/4/2016,510,11.5,3.26
8/4/2016,490,11.5,3.17
8/9/2016,550,14.8,0.58
8/9/2016,544.0,23.3,8.19
8/9/2016,539.0,23.2,8.13
8/9/2016,534.0,17.4,0.88
8/9/2016,530,11.6,3.09
8/9/2016,510,11.5,3.24
8/9/2016,490,11.5,3.19
8/10/2016,550,14.7,1.16
8/10/2016,544.0,22.9,8.52
8/10/2016,539.0,22.8,8.41
8/10/2016,534.0,18.4,1.44
8/10/2016,530,11.6,3.5
8/10/2016,510,11.5,3.54
8/10/2016,490,11.5,3.46
8/11/2016,550,14.8,0.71
8/11/2016,544.0,22.8,8.29
8/11/2016,539.0,22.8,8.2
8/11/2016,534.0,17.9,0.94
8/11/2016,530,11.5,3.2
8/11/2016,510,11.5,3.14
8/11/2016,490,11.5,2.99
8/12/2016,550,15.1,0.54
8/12/2016,544.0,22.7,8
8/12/2016,539.0,22.6,8.12
8/12/2016,534.0,17.9,0.78
8/12/2016,530,11.5,2.55
8/12/2016,510,11.5,2.9
8/12/2016,490,11.5,2.78
8/15/2016,550,14.7,0.55
8/15/2016,543.9,22.9,9.44
8/15/2016,538.9,22.5,9.17
8/15/2016,533.9,17,0.82
8/15/2016,530,11.6,3.14
8/15/2016,510,11.5,3.21
8/15/2016,490,11.5,3.04
8/17/2016,550,15.1,0.3
8/17/2016,543.9,22.8,7.9
8/17/2016,538.9,22.6,7.9
8/17/2016,533.9,17.8,0.49
8/17/2016,530,11.6,2.62
8/17/2016,510,11.5,2.6
8/17/2016,490,11.5,2.53
8/19/2016,550,15.1,0.94
8/19/2016,543.9,22.8,9.66
8/19/2016,538.9,22.5,9.65
8/19/2016,533.9,18.5,1.15
8/19/2016,530,11.6,3.33
8/19/2016,510,11.5,3.59
8/19/2016,490,11.5,3.57
8/22/2016,550,15.4,0.75
8/22/2016,543.8,22.7,9.46
8/22/2016,538.8,22.5,9.29
8/22/2016,533.8,18.2,0.86
8/22/2016,530,11.6,3.12
8/22/2016,510,11.5,3.29
8/22/2016,490,11.5,3.15
8/23/2016,550,15.3,0.69
8/23/2016,543.8,22.6,8.43
8/23/2016,538.8,22.5,8.45
8/23/2016,533.8,18.3,0.86
8/23/2016,530,11.6,2.86
8/23/2016,510,11.5,2.9
8/23/2016,490,11.5,2.84
8/24/2016,550,15.6,1.45
8/24/2016,543.8,22.5,9.58
8/24/2016,538.8,22.4,9.45
8/24/2016,533.8,18.7,1.56
8/24/2016,530,11.6,3.53
8/24/2016,510,11.5,3.51
8/24/2016,490,11.5,3.3
8/25/2016,550,15.3,0.55
8/25/2016,543.7,22.6,8.74
8/25/2016,538.7,22.4,8.78
8/25/2016,533.7,18.4,0.67
8/25/2016,530,11.6,2.89
8/25/2016,510,11.5,3.01
8/25/2016,490,11.5,2.85
8/26/2016,550,15.5,0.78
8/26/2016,543.7,22.5,9.26
8/26/2016,538.7,22.3,9.07
8/26/2016,533.7,18.9,0.82
8/26/2016,530,11.6,3.12
8/26/2016,510,11.5,3.13
8/26/2016,490,11.5,2.99
8/29/2016,550,15.7,0.63
8/29/2016,543.7,22.4,8.23
8/29/2016,538.7,22.2,8.14
8/29/2016,533.7,18.5,0.79
8/29/2016,530,11.7,2.58
8/29/2016,510,11.5,2.79
8/29/2016,490,11.5,2.58
9/1/2016,550,15.8,0.84
9/1/2016,543.6,22.8,7.28
9/1/2016,538.6,21.9,5.13
9/1/2016,533.6,20,0.83
9/1/2016,530,11.6,2.54
9/1/2016,510,11.5,2.62
9/1/2016,490,11.5,2.37
9/6/2016,550,16.8,0.89
9/6/2016,543.5,21.6,8.53
9/6/2016,538.5,21.5,8.1
9/6/2016,533.5,20.5,2.49
9/6/2016,530,11.7,2.6
9/6/2016,510,11.6,2.95
9/6/2016,490,11.5,2.86
9/12/2016,550,18.2,0.66
9/12/2016,543.4,21.6,8.16
9/12/2016,538.4,21.5,7.93
9/12/2016,533.4,20.2,2.12
9/12/2016,530,11.7,2.47
9/12/2016,510,11.6,2.71
9/12/2016,490,11.6,2.64
9/19/2016,550,18,0.4
9/19/2016,543.3,21.7,8.74
9/19/2016,538.3,21.1,8.3
9/19/2016,533.3,19.8,2.15
9/19/2016,530,11.7,2.65
9/19/2016,510,11.6,2.65
9/19/2016,490,11.6,2.5
9/22/2016,550,20.6,6.05
9/22/2016,543.2,21,9.11
9/22/2016,538.2,20.9,9.05
9/22/2016,533.2,20.9,8.88
9/22/2016,530,11.8,3.81
9/22/2016,510,11.6,3.08
9/22/2016,490,11.6,2.95
9/26/2016,550,19.5,0.8
9/26/2016,543.2,20.8,8.13
9/26/2016,538.2,20.7,8.01
9/26/2016,533.2,20.1,4.83
9/26/2016,530,11.8,2.68
9/26/2016,510,11.7,2.66
9/26/2016,490,11.6,2.36
