Date,Elevation (ft AMSL),Temp (oC),DO (mg/L)
1/2/2014,530,9.9,9.03
1/2/2014,510,9.9,8.89
1/2/2014,490,9.9,8.91
1/2/2014,470,9.9,8.83
1/6/2014,550,9.8,8.92
1/6/2014,548.2,9.8,8.9
1/6/2014,543.2,9.8,8.88
1/6/2014,538.2,9.8,8.87
1/6/2014,530,9.8,8.87
1/6/2014,510,9.8,8.66
1/6/2014,490,9.8,8.58
1/13/2014,550,9.8,9.49
1/13/2014,548.1,9.8,9.47
1/13/2014,543.1,9.8,9.43
1/13/2014,538.1,9.8,9.39
1/13/2014,530,9.8,9.26
1/13/2014,510,9.8,8.62
1/13/2014,490,9.7,8.02
1/13/2014,470,9.7,8.02
1/21/2014,550,9.6,10.05
1/21/2014,548.0,9.6,10.03
1/21/2014,543.0,9.6,10
1/21/2014,538.0,9.6,10.01
1/21/2014,530,9.6,9.99
1/21/2014,510,9.6,9.61
1/21/2014,490,9.5,9.21
1/27/2014,550,10,11.08
1/27/2014,548.0,10,11.01
1/27/2014,543.0,9.9,10.91
1/27/2014,538.0,9.8,10.48
1/27/2014,530,9.6,9.22
1/27/2014,510,9.5,8.92
1/27/2014,490,9.5,8.64
2/3/2014,550,10.4,11.04
2/3/2014,548.0,10.4,11.01
2/3/2014,543.0,10.3,11.06
2/3/2014,538.0,10.3,10.96
2/3/2014,530,9.6,8.72
2/3/2014,510,9.5,8.12
2/3/2014,490,9.5,8.06
2/10/2014,550,10.7,10.84
2/10/2014,548.1,10.6,10.82
2/10/2014,543.1,10.4,10.18
2/10/2014,538.1,10.3,10.1
2/10/2014,530,10.1,9.87
2/10/2014,510,9.6,8
2/10/2014,490,9.5,7.94
2/18/2014,550,12.2,11.23
2/18/2014,548.3,12.2,11.2
2/18/2014,543.3,10.8,11.13
2/18/2014,538.3,10.4,10.19
2/18/2014,530,10,8.98
2/18/2014,510,9.6,7.56
2/18/2014,490,9.5,7.62
2/24/2014,550,12.7,11.46
2/24/2014,548.5,12.7,11.43
2/24/2014,543.5,11.2,11.8
2/24/2014,538.5,10.6,11.04
2/24/2014,530,10.1,8.96
2/24/2014,510,9.6,7.3
2/24/2014,490,9.5,7.23
3/3/2014,550,12.9,10.18
3/3/2014,548.7,12.7,10.18
3/3/2014,543.7,12.4,10.18
3/3/2014,538.7,12.1,9.93
3/3/2014,530,10.9,9.09
3/3/2014,510,9.8,6.45
3/3/2014,490,9.6,6.16
3/10/2014,550,14.8,10.26
3/10/2014,548.9,14.7,10.24
3/10/2014,543.9,12.5,10.2
3/10/2014,538.9,11.6,9.39
3/10/2014,530,10.9,7.96
3/10/2014,510,9.8,5.67
3/10/2014,490,9.6,6.09
3/17/2014,550,15.3,10.1
3/17/2014,549.1,15.3,10.07
3/17/2014,544.1,15.1,10.03
3/17/2014,539.1,11.8,9.22
3/17/2014,530,11,7.66
3/17/2014,510,9.9,5.34
3/17/2014,490,9.7,5.59
3/24/2014,550,15.5,10.25
3/24/2014,549.3,15.5,10.23
3/24/2014,544.3,15.4,10.21
3/24/2014,539.3,12.7,9.77
3/24/2014,530,11,7.52
3/24/2014,510,10,5.68
3/24/2014,490,9.7,5.1
3/31/2014,550,15.7,10.29
3/31/2014,549.6,15.7,10.29
3/31/2014,544.6,15.6,10.25
3/31/2014,539.6,13.1,9.71
3/31/2014,530,11.1,7.45
3/31/2014,510,10,5.01
3/31/2014,490,9.7,5.19
4/7/2014,550,15.9,10.34
4/7/2014,549.6,15.9,10.34
4/7/2014,544.6,15,10.42
4/7/2014,539.6,14.2,9.88
4/7/2014,530,11.6,7.58
4/7/2014,510,10,5.03
4/7/2014,490,9.8,4.97
4/14/2014,550,18.1,9.79
4/14/2014,549.7,18,9.83
4/14/2014,544.7,16,10.82
4/14/2014,539.7,14.6,9.71
4/14/2014,530,11.6,6.96
4/14/2014,510,10.1,5.1
4/14/2014,490,9.8,4.62
4/21/2014,550,19.4,9.39
4/21/2014,549.7,19.4,9.4
4/21/2014,544.7,17.4,10.69
4/21/2014,539.7,15.1,9.63
4/21/2014,530,11.9,6.71
4/21/2014,510,10,4.7
4/21/2014,490,9.9,4.34
4/28/2014,550,17.9,9.66
4/28/2014,549.8,17.9,9.69
4/28/2014,544.8,17.8,9.69
4/28/2014,539.8,16.8,10.06
4/28/2014,530,11.6,6.49
4/28/2014,510,10.3,5.28
4/28/2014,490,10.1,4.83
5/5/2014,550,20,9.27
5/5/2014,549.8,20,9.28
5/5/2014,544.8,18.7,10.09
5/5/2014,539.8,17.1,9.67
5/5/2014,530,12.2,6.72
5/5/2014,510,10.2,5.13
5/5/2014,490,10.2,5
5/12/2014,550,18.8,9.39
5/12/2014,549.7,18.8,9.37
5/12/2014,544.7,18.7,9.34
5/12/2014,539.7,18.7,9.3
5/12/2014,530,12.1,6.47
5/12/2014,510,10.3,5.3
5/12/2014,490,10.3,5.2
5/19/2014,550,20.2,8.96
5/19/2014,549.6,20.2,8.93
5/19/2014,544.6,20.2,8.95
5/19/2014,539.6,18.8,9.7
5/19/2014,530,12.9,6.85
5/19/2014,510,10.4,5.52
5/19/2014,490,10.3,5.37
5/27/2014,550,21.5,8.48
5/27/2014,549.5,21.5,8.46
5/27/2014,544.5,21.4,8.38
5/27/2014,539.5,19.4,8.94
5/27/2014,530,13.4,7.15
5/27/2014,510,10.4,5.57
5/27/2014,490,10.4,5.47
6/2/2014,550,21.2,8.82
6/2/2014,549.4,21.2,8.82
6/2/2014,544.4,21.2,8.81
6/2/2014,539.4,21,8.79
6/2/2014,530,13.4,7.45
6/2/2014,510,10.5,6.08
6/2/2014,490,10.5,5.94
6/9/2014,550,22.3,8.61
6/9/2014,549.3,22.3,8.57
6/9/2014,544.3,21.9,8.65
6/9/2014,539.3,20.6,8.81
6/9/2014,530,13.7,7.44
6/9/2014,510,10.6,6.03
6/9/2014,490,10.5,5.96
6/16/2014,550,22,8.63
6/16/2014,549.1,22,8.64
6/16/2014,544.1,22,8.65
6/16/2014,539.1,22,8.64
6/16/2014,530,14.8,8.05
6/16/2014,510,10.6,6.46
6/16/2014,490,10.6,6.33
6/23/2014,550,22.2,8.51
6/23/2014,549.0,22.2,8.5
6/23/2014,544.0,22.1,8.5
6/23/2014,539.0,22.1,8.49
6/23/2014,530,14.8,8.26
6/23/2014,510,10.7,6.41
6/23/2014,490,10.6,6.29
6/30/2014,550,23.4,8.83
6/30/2014,548.8,23.4,8.86
6/30/2014,543.8,23.1,8.84
6/30/2014,538.8,22.6,8.78
6/30/2014,530,15.7,8.76
6/30/2014,510,10.7,6.62
6/30/2014,490,10.7,6.55
7/7/2014,550,23.8,8.72
7/7/2014,548.6,23.8,8.73
7/7/2014,543.6,23.6,8.76
7/7/2014,538.6,23.2,8.69
7/7/2014,530,16.3,8.7
7/7/2014,510,10.8,6.72
7/7/2014,490,10.8,6.61
7/14/2014,550,23.8,8.6
7/14/2014,548.3,23.8,8.59
7/14/2014,543.3,23.6,8.57
7/14/2014,538.3,23.1,8.47
7/14/2014,530,16.5,7.65
7/14/2014,510,10.9,6.8
7/14/2014,490,10.8,6.65
7/21/2014,550,24.4,8.61
7/21/2014,548.0,24.3,8.65
7/21/2014,543.0,24.1,8.63
7/21/2014,538.0,23.4,8.34
7/21/2014,530,18,7.5
7/21/2014,510,10.9,6.63
7/21/2014,490,10.9,6.57
7/28/2014,550,24.8,8.84
7/28/2014,547.8,24.6,8.83
7/28/2014,542.8,24.3,8.81
7/28/2014,537.8,23.8,8.68
7/28/2014,530,17.1,6.36
7/28/2014,510,11,6.63
7/28/2014,490,10.9,6.54
8/4/2014,550,24.7,8.67
8/4/2014,547.4,24.7,8.68
8/4/2014,542.4,24.5,8.68
8/4/2014,537.4,24.3,8.41
8/4/2014,530,18.3,6.16
8/4/2014,510,11,6.63
8/4/2014,490,11,6.52
8/11/2014,550,24.4,8.77
8/11/2014,547.1,24.4,8.73
8/11/2014,542.1,24.2,8.68
8/11/2014,537.1,24.1,8.74
8/11/2014,530,18.6,5.43
8/11/2014,510,11.1,6.75
8/11/2014,490,11,6.74
8/18/2014,550,24.3,8.66
8/18/2014,546.7,24.2,8.63
8/18/2014,541.7,24.1,8.59
8/18/2014,536.7,24,8.66
8/18/2014,530,18.6,4.02
8/18/2014,510,11.2,6.93
8/18/2014,490,11.1,6.78
8/25/2014,550,23.8,8.47
8/25/2014,546.3,23.8,8.48
8/25/2014,541.3,23.7,8.48
8/25/2014,536.3,23.6,8.48
8/25/2014,530,20.6,3.04
8/25/2014,510,11.2,6.85
8/25/2014,490,11.2,6.73
9/2/2014,550,23.6,8.62
9/2/2014,545.9,23.6,8.6
9/2/2014,540.9,23.5,8.55
9/2/2014,535.9,23.4,8.55
9/2/2014,530,21.3,3.14
9/2/2014,510,11.3,6.98
9/2/2014,490,11.3,6.82
9/8/2014,550,22.8,8.44
9/8/2014,545.7,22.8,8.49
9/8/2014,540.7,22.7,8.47
9/8/2014,535.7,22.7,8.47
9/8/2014,530,22.5,7.94
9/8/2014,510,11.3,7
9/8/2014,490,11.3,6.78
9/15/2014,550,23,8.62
9/15/2014,545.4,22.8,8.59
9/15/2014,540.4,22.5,8.63
9/15/2014,535.4,22.4,8.51
9/15/2014,530,22.1,8.06
9/15/2014,510,11.4,6.63
9/15/2014,490,11.4,6.58
9/22/2014,550,23,8.72
9/22/2014,545.1,22.9,8.67
9/22/2014,540.1,22.9,8.66
9/22/2014,535.1,22.8,8.55
9/22/2014,530,22.3,7.3
9/22/2014,510,11.5,6.75
9/22/2014,490,11.4,6.86
9/29/2014,550,22.1,8.12
9/29/2014,544.8,22.1,8.12
9/29/2014,539.8,22.1,8.11
9/29/2014,534.8,22.1,8.08
9/29/2014,530,22,8.05
9/29/2014,510,11.6,6.84
9/29/2014,490,11.5,6.66
10/6/2014,550,21.4,8.75
10/6/2014,544.5,21.4,8.71
10/6/2014,539.5,21.4,8.7
10/6/2014,534.5,21.4,8.71
10/6/2014,530,21.3,8.72
10/6/2014,510,11.7,6.96
10/6/2014,490,11.6,6.7
10/13/2014,550,20.8,8.77
10/13/2014,544.3,20.8,8.76
10/13/2014,539.3,20.8,8.74
10/13/2014,534.3,20.8,8.72
10/13/2014,530,20.8,8.73
10/13/2014,510,11.7,6.77
10/13/2014,490,11.7,6.59
10/20/2014,550,19.9,9.28
10/20/2014,544.0,19.9,9.23
10/20/2014,539.0,19.9,9.16
10/20/2014,534.0,19.9,9.15
10/20/2014,530,19.9,9.07
10/20/2014,510,11.8,6.77
10/20/2014,490,11.7,6.63
10/27/2014,550,18.7,9.53
10/27/2014,543.8,18.7,9.47
10/27/2014,538.8,18.7,9.41
10/27/2014,533.8,18.7,9.38
10/27/2014,530,18.7,9.37
10/27/2014,510,11.8,6.81
10/27/2014,490,11.8,6.67
10/30/2014,550,18.3,9.72
10/30/2014,543.7,18.3,9.64
10/30/2014,538.7,18.3,9.56
10/30/2014,533.7,18.3,9.53
10/30/2014,530,18.2,9.49
10/30/2014,510,11.8,6.57
10/30/2014,490,11.8,6.48
11/3/2014,550,17.7,9.67
11/3/2014,543.6,17.6,9.58
11/3/2014,538.6,17.5,9.47
11/3/2014,533.6,17.5,9.44
11/3/2014,530,17.5,9.41
11/3/2014,510,11.9,6.65
11/3/2014,490,11.9,6.54
11/10/2014,550,16.8,9.77
11/10/2014,543.5,16.7,9.63
11/10/2014,538.5,16.7,9.6
11/10/2014,533.5,16.7,9.56
11/10/2014,530,16.7,9.55
11/10/2014,510,12,6.44
11/10/2014,490,11.9,6.35
11/17/2014,550,16,9.61
11/17/2014,543.5,16,9.56
11/17/2014,538.5,16,9.47
11/17/2014,533.5,15.9,9.47
11/17/2014,530,15.9,9.46
11/17/2014,510,12,6.63
11/17/2014,490,12,6.43
11/24/2014,550,15,9.28
11/24/2014,543.4,15,9.27
11/24/2014,538.4,15,9.18
11/24/2014,533.4,14.9,9.16
11/24/2014,530,14.9,9.14
11/24/2014,510,12.2,6.7
11/24/2014,490,12.1,6.45
12/1/2014,550,14.1,9.55
12/1/2014,543.4,14.1,9.33
12/1/2014,538.4,14.1,9.35
12/1/2014,533.4,14.1,9.38
12/1/2014,530,14.1,9.38
12/1/2014,510,12.3,6.8
12/1/2014,490,12.2,6.62
12/5/2014,550,14.3,9.38
12/5/2014,544.4,14.3,9.33
12/5/2014,539.4,14.1,8.92
12/5/2014,534.4,14.1,9.09
12/5/2014,530,14,8.75
12/5/2014,510,12.9,7.17
12/5/2014,490,12.2,6.37
12/6/2014,550,14.4,9.27
12/6/2014,544.7,14.2,9.1
12/6/2014,539.7,14.2,8.88
12/6/2014,534.7,14.1,8.73
12/6/2014,530,13.9,8.62
12/6/2014,510,12.8,7.19
12/6/2014,490,12.2,6.31
12/7/2014,550,14.4,9.76
12/7/2014,544.9,14.3,9.56
12/7/2014,539.9,14.3,9.49
12/7/2014,534.9,14.3,9.37
12/7/2014,530,14.1,8.77
12/7/2014,510,12.8,7.25
12/7/2014,490,12.3,6.5
12/8/2014,550,14.2,9.78
12/8/2014,545.2,14.2,9.62
12/8/2014,540.2,14.2,9.51
12/8/2014,535.2,14.2,9.46
12/8/2014,530,14.2,9.35
12/8/2014,510,12.7,7.25
12/8/2014,490,12.3,6.66
12/12/2014,550,13.9,9.62
12/12/2014,546.2,13.9,9.52
12/12/2014,541.2,13.9,9.56
12/12/2014,536.2,13.9,9.5
12/12/2014,530,13.9,9.18
12/12/2014,510,12.9,7.02
12/12/2014,490,12.6,7.49
12/17/2014,550,13.3,9.13
12/17/2014,547.4,13.3,9.09
12/17/2014,542.4,13.3,9.05
12/17/2014,537.4,13.3,9.02
12/17/2014,530,13.3,9
12/17/2014,510,12.9,7.41
12/17/2014,490,12.7,7.27
12/23/2014,550,13.4,9.82
12/23/2014,548.9,13.5,9.84
12/23/2014,543.9,13.4,9.7
12/23/2014,538.9,13.2,9.05
12/23/2014,530,13.1,8.56
12/23/2014,510,12.8,7.75
12/23/2014,490,12.8,7.63
12/30/2014,550.7,12.2,8.6
12/30/2014,550,12.2,8.59
12/30/2014,545.7,12.2,8.58
12/30/2014,540.7,12.2,8.56
12/30/2014,530,12.2,8.55
12/30/2014,510,12.2,8.55
12/30/2014,490,12.2,8.57
1/5/2015,551.5,11.2,8.75
1/5/2015,550,11.2,8.67
1/5/2015,546.5,11.2,8.64
1/5/2015,541.5,11.2,8.61
1/5/2015,530,11.2,8.6
1/5/2015,510,11.2,8.56
1/5/2015,490,11.1,8.45
1/12/2015,552.0,11.1,9.01
1/12/2015,550,11.1,8.96
1/12/2015,547.0,11.1,8.91
1/12/2015,542.0,11.1,8.81
1/12/2015,530,11.1,8.67
1/12/2015,510,11,8.08
1/12/2015,490,10.8,8.1
1/20/2015,552.6,11.7,9.34
1/20/2015,550,11.4,8.65
1/20/2015,547.6,11.4,8.58
1/20/2015,542.6,11.1,8.19
1/20/2015,530,11,7.95
1/20/2015,510,10.9,7.22
1/20/2015,490,10.8,7.02
1/26/2015,553.1,11.4,9.78
1/26/2015,550,11.3,9.77
1/26/2015,548.1,11.3,9.74
1/26/2015,543.1,11.2,9.4
1/26/2015,530,11,7.85
1/26/2015,510,10.9,7
1/26/2015,490,10.8,6.71
2/2/2015,553.7,11.5,10.3
2/2/2015,550,11.4,10.2
2/2/2015,548.7,11.4,10.14
2/2/2015,543.7,11.3,9.67
2/2/2015,530,11.1,7.97
2/2/2015,510,10.9,7.01
2/2/2015,490,10.8,6.83
2/9/2015,554.5,12.1,10.04
2/9/2015,550,12.1,9.98
2/9/2015,549.5,12.1,9.97
2/9/2015,544.5,11.9,9.66
2/9/2015,530,11.6,9.07
2/9/2015,510,11.4,8.57
2/9/2015,490,11,7.48
2/17/2015,555.5,13.1,9.74
2/17/2015,550.5,12.5,8.95
2/17/2015,550,12,8.47
2/17/2015,545.5,11.9,8.38
2/17/2015,530,11.5,7.8
2/17/2015,510,11.3,7.32
2/17/2015,490,11.1,6.64
2/23/2015,556.2,13.9,10.31
2/23/2015,551.2,13.8,10.26
2/23/2015,550,13.8,10.22
2/23/2015,546.2,13.5,9.58
2/23/2015,530,11.5,7.88
2/23/2015,510,11.3,7.5
2/23/2015,490,11.1,6.71
2/26/2015,556.6,13.2,11.13
2/26/2015,551.6,13,10.03
2/26/2015,550,12.3,8.63
2/26/2015,546.6,11.9,8.41
2/26/2015,530,11.5,8.18
2/26/2015,510,11.3,7.47
2/26/2015,490,11.1,7.63
3/2/2015,557.0,13.2,10.96
3/2/2015,552.0,13.1,10.78
3/2/2015,550,12.7,8.41
3/2/2015,547.0,12,7.84
3/2/2015,530,11.5,7.68
3/2/2015,510,11.2,6.96
3/2/2015,490,11.1,6.9
3/5/2015,557.2,12.9,11.24
3/5/2015,552.2,12.9,11.16
3/5/2015,550,12.9,11.11
3/5/2015,547.2,12.6,9.27
3/5/2015,530,11.5,7.48
3/5/2015,510,11.2,6.55
3/5/2015,490,11.1,7.31
3/9/2015,557.4,14,12.55
3/9/2015,552.4,13,11.74
3/9/2015,550,12.8,9.58
3/9/2015,547.4,12.6,8.42
3/9/2015,530,11.5,7.37
3/9/2015,510,11.3,6.54
3/9/2015,490,11.1,6.5
3/12/2015,557.5,14.5,11.97
3/12/2015,552.5,13.1,11.6
3/12/2015,550,12.5,8.15
3/12/2015,547.5,12.3,7.26
3/12/2015,530,11.5,7.18
3/12/2015,510,11.2,6.32
3/12/2015,490,11.1,6.9
3/16/2015,557.7,15.8,11.52
3/16/2015,552.7,13.7,13.52
3/16/2015,550,12.9,9.7
3/16/2015,547.7,12.4,7.44
3/16/2015,530,11.6,7.06
3/16/2015,510,11.3,6.15
3/16/2015,490,11.1,6.09
3/19/2015,557.9,16.2,11.35
3/19/2015,552.9,13.8,13.46
3/19/2015,550,13,9.86
3/19/2015,547.9,12.6,7.67
3/19/2015,530,11.7,7.34
3/19/2015,510,11.4,6.19
3/19/2015,490,11.1,6.85
3/23/2015,558.1,16.5,11.03
3/23/2015,553.1,14.5,14.32
3/23/2015,550,13.3,11.45
3/23/2015,548.1,12.8,7.86
3/23/2015,530,11.7,6.61
3/23/2015,510,11.4,5.63
3/23/2015,490,11.1,5.06
3/26/2015,558.2,17.1,10.71
3/26/2015,553.2,14.3,15.04
3/26/2015,550,13.2,9.46
3/26/2015,548.2,12.7,7.25
3/26/2015,530,11.8,6.6
3/26/2015,510,11.4,5.54
3/26/2015,490,11.1,5.69
3/30/2015,558.4,17.6,10.92
3/30/2015,553.4,15.2,15.98
3/30/2015,550,13.4,9.95
3/30/2015,548.4,12.7,7.13
3/30/2015,530,11.8,6.53
3/30/2015,510,11.4,5.48
3/30/2015,490,11.2,5.3
4/1/2015,558.5,17.5,10.92
4/1/2015,553.5,15.5,16.85
4/1/2015,550,13.6,10.25
4/1/2015,548.5,13.1,8.53
4/1/2015,530,11.8,6.51
4/1/2015,510,11.4,5.4
4/1/2015,490,11.2,5.19
4/2/2015,558.5,17.2,10.51
4/2/2015,553.5,14.6,13.15
4/2/2015,550,13.6,9.67
4/2/2015,548.5,12.9,6.85
4/2/2015,530,11.8,6.18
4/2/2015,510,11.4,5.39
4/2/2015,490,11.2,4.95
4/3/2015,558.5,17,10.72
4/3/2015,553.5,15.2,14.24
4/3/2015,550,13.3,8.66
4/3/2015,548.5,12.9,7.18
4/3/2015,530,11.8,6.32
4/3/2015,510,11.4,5.61
4/3/2015,490,11.2,5.01
4/4/2015,558.5,16.6,11.24
4/4/2015,553.5,16.6,11.33
4/4/2015,550,13.3,8.8
4/4/2015,548.5,12.8,6.83
4/4/2015,530,11.7,6.39
4/4/2015,510,11.4,5.67
4/4/2015,490,11.2,4.35
4/5/2015,558.5,16.8,10.35
4/5/2015,553.5,15.3,11.31
4/5/2015,550,13.9,9.61
4/5/2015,548.5,13,6.9
4/5/2015,530,11.8,5.75
4/5/2015,510,11.4,5.47
4/5/2015,490,11.2,4.54
4/5/2015,470,11.1,4.07
4/6/2015,558.5,16.1,10.64
4/6/2015,553.5,16.1,10.68
4/6/2015,550,13.7,9.25
4/6/2015,548.5,13,7
4/6/2015,530,11.8,6.15
4/6/2015,510,11.4,5.43
4/6/2015,490,11.2,4.54
4/9/2015,558.5,15.8,10.86
4/9/2015,553.5,15.8,10.78
4/9/2015,550,15,10.36
4/9/2015,548.5,13.4,7.92
4/9/2015,530,11.8,6.21
4/9/2015,510,11.4,6.02
4/9/2015,490,11.2,4.99
4/13/2015,558.5,16.2,9.1
4/13/2015,553.5,15.6,8.91
4/13/2015,550,14.4,7.53
4/13/2015,548.5,13.6,6.43
4/13/2015,530,11.8,5.95
4/13/2015,510,11.4,5.3
4/13/2015,490,11.2,3.95
4/20/2015,558.6,18,10.7
4/20/2015,553.6,17.4,10.43
4/20/2015,550,15.4,5.59
4/20/2015,548.6,14.6,5.12
4/20/2015,530,11.8,5.58
4/20/2015,510,11.4,4.59
4/20/2015,490,11.3,4.49
4/27/2015,558.6,18.2,9.38
4/27/2015,553.6,16.9,7.94
4/27/2015,550,16.1,4.97
4/27/2015,548.6,15.8,4.84
4/27/2015,530,11.9,5.45
4/27/2015,510,11.4,4.77
4/27/2015,490,11.4,4.68
5/4/2015,558.6,19.8,9.18
5/4/2015,553.6,17.9,6.98
5/4/2015,550,16.6,4.76
5/4/2015,548.6,15.7,3.25
5/4/2015,530,11.9,5.19
5/4/2015,510,11.4,4.95
5/4/2015,490,11.4,4.78
5/11/2015,558.6,19.6,9.52
5/11/2015,553.6,19.2,9.38
5/11/2015,550,17.7,5.56
5/11/2015,548.6,16.2,2.91
5/11/2015,530,12,5.04
5/11/2015,510,11.5,5.28
5/11/2015,490,11.4,5.75
5/18/2015,558.5,19.2,8.97
5/18/2015,553.5,19.1,8.77
5/18/2015,550,18.1,5.76
5/18/2015,548.5,16.9,1.94
5/18/2015,530,11.9,4.39
5/18/2015,510,11.5,4.85
5/18/2015,490,11.5,4.77
5/19/2015,558.5,19.7,8.72
5/19/2015,553.5,19.5,8.35
5/19/2015,550,16.8,4.49
5/19/2015,548.5,15.8,2.95
5/19/2015,530,12,5.07
5/19/2015,510,11.5,4.93
5/19/2015,490,11.4,4.87
5/26/2015,558.5,18.9,9.9
5/26/2015,553.5,18.8,9.88
5/26/2015,550,18.4,8.06
5/26/2015,548.5,17.9,5.68
5/26/2015,530,11.9,3.55
5/26/2015,510,11.5,5.82
5/26/2015,490,11.5,5.75
6/1/2015,558.5,20.9,8.84
6/1/2015,553.5,19.3,9.21
6/1/2015,550,18.2,5.65
6/1/2015,548.5,16.9,1.5
6/1/2015,530,12.1,3.92
6/1/2015,510,11.5,5.23
6/1/2015,490,11.5,5.15
6/8/2015,558.4,21.6,9.47
6/8/2015,553.4,21.3,9.65
6/8/2015,550,18.6,6.73
6/8/2015,548.4,17.4,1.54
6/8/2015,530,12.1,3.97
6/8/2015,510,11.5,5.48
6/8/2015,490,11.5,5.46
6/15/2015,558.3,22.9,8.73
6/15/2015,553.3,21.4,11.07
6/15/2015,550,18.8,9.05
6/15/2015,548.3,17.7,1.89
6/15/2015,530,12.1,3.25
6/15/2015,510,11.6,5.24
6/15/2015,490,11.5,4.85
6/22/2015,558.2,23.3,8.63
6/22/2015,553.2,23.3,8.65
6/22/2015,550,19.5,8.84
6/22/2015,548.2,18.3,5.35
6/22/2015,530,12,2.67
6/22/2015,510,11.6,5.19
6/22/2015,490,11.5,4.58
6/29/2015,558.1,23.8,8.69
6/29/2015,553.1,23.8,8.6
6/29/2015,550,20.9,9.02
6/29/2015,548.1,18.7,6.52
6/29/2015,530,12.2,2.39
6/29/2015,510,11.6,5.06
6/29/2015,490,11.5,4.67
7/6/2015,557.9,24.6,8.53
7/6/2015,552.9,24.3,8.28
7/6/2015,550,21.6,6.95
7/6/2015,547.9,19.8,5.83
7/6/2015,530,12.2,2.02
7/6/2015,510,11.6,4.25
7/6/2015,490,11.6,4.21
7/7/2015,557.8,25.3,9.32
7/7/2015,552.8,24,8.31
7/7/2015,550,22.7,6.74
7/7/2015,547.8,20.9,6.17
7/7/2015,530,12.2,1.71
7/7/2015,510,11.6,4.27
7/7/2015,490,11.6,4.45
7/8/2015,557.8,24.9,9.19
7/8/2015,552.8,23.7,7.5
7/8/2015,550,21.7,6.27
7/8/2015,547.8,19.9,5.78
7/8/2015,530,12.1,2.55
7/8/2015,510,11.6,4.5
7/8/2015,490,11.6,4.46
7/9/2015,557.7,24.5,9.01
7/9/2015,552.7,24.4,8.57
7/9/2015,550,21.3,5.82
7/9/2015,547.7,20.4,5.44
7/9/2015,530,12,2.31
7/9/2015,510,11.6,4.36
7/9/2015,490,11.6,4.25
7/10/2015,557.7,24.1,8.83
7/10/2015,552.7,24.1,8.5
7/10/2015,550,22.2,5.79
7/10/2015,547.7,19.9,5.4
7/10/2015,530,12.3,1.71
7/10/2015,510,11.6,4.39
7/10/2015,490,11.6,4.42
7/10/2015,470,11.6,4.39
7/11/2015,557.6,23.7,9.14
7/11/2015,552.6,23.7,9.08
7/11/2015,550,23.4,8.32
7/11/2015,547.6,19.5,5.32
7/11/2015,530,12.3,1.72
7/11/2015,510,11.6,4.32
7/11/2015,490,11.6,4.25
7/12/2015,557.6,24,8.72
7/12/2015,552.6,23.9,8.42
7/12/2015,550,23,6.93
7/12/2015,547.6,19.8,4.55
7/12/2015,530,12.3,1.48
7/12/2015,510,11.6,4.04
7/12/2015,490,11.6,4.02
7/12/2015,470,11.6,3.97
7/13/2015,557.6,24.3,9.74
7/13/2015,552.6,24,9.32
7/13/2015,550,22.1,5.73
7/13/2015,547.6,20.4,5.27
7/13/2015,530,12.1,2.23
7/13/2015,510,11.6,4.57
7/13/2015,490,11.6,4.48
7/14/2015,557.5,24.5,10.06
7/14/2015,552.5,23.9,9.4
7/14/2015,550,22.6,6.06
7/14/2015,547.5,20.8,5.16
7/14/2015,530,12.2,2.3
7/14/2015,510,11.6,4.6
7/14/2015,490,11.6,4.75
7/15/2015,557.5,24.6,9.2
7/15/2015,552.5,23.4,6.01
7/15/2015,550,22.1,4.86
7/15/2015,547.5,20.1,4.68
7/15/2015,530,12.2,1.45
7/15/2015,510,11.6,4.13
7/15/2015,490,11.6,4.14
7/16/2015,557.4,24.1,9.22
7/16/2015,552.4,23.8,8.55
7/16/2015,550,22.7,4.12
7/16/2015,547.4,19.8,4.39
7/16/2015,530,12.4,0.71
7/16/2015,510,11.6,4.11
7/16/2015,490,11.6,4.09
7/17/2015,557.4,24.1,9.03
7/17/2015,552.4,23.9,8.98
7/17/2015,550,23.6,8
7/17/2015,547.4,19.7,4.55
7/17/2015,530,12.3,0.96
7/17/2015,510,11.6,4.2
7/17/2015,490,11.6,4.19
7/20/2015,557.2,24.5,10.78
7/20/2015,552.2,23.8,9.86
7/20/2015,550,22.7,6.55
7/20/2015,547.2,19.7,4.61
7/20/2015,530,12.2,1.78
7/20/2015,510,11.7,4.76
7/20/2015,490,11.6,4.65
7/23/2015,557.1,24.6,9.99
7/23/2015,552.1,23.9,9.89
7/23/2015,550,22.6,6.4
7/23/2015,547.1,20.7,3.57
7/23/2015,530,12.3,1.34
7/23/2015,510,11.6,4.32
7/23/2015,490,11.6,4.27
7/27/2015,556.9,24.5,9.98
7/27/2015,551.9,24.3,10.42
7/27/2015,550,23.2,8.85
7/27/2015,546.9,20.9,3.87
7/27/2015,530,12.3,1.54
7/27/2015,510,11.7,4.48
7/27/2015,490,11.7,4.4
8/3/2015,556.6,25,9.86
8/3/2015,551.6,24.6,9.72
8/3/2015,550,23.5,5.2
8/3/2015,546.6,21,1.45
8/3/2015,530,12.5,0.74
8/3/2015,510,11.7,4.28
8/3/2015,490,11.7,4.46
8/10/2015,556.0,24.3,9.36
8/10/2015,551.0,24.2,9.25
8/10/2015,550,24,9.2
8/10/2015,546.0,21.6,0.42
8/10/2015,530,12.4,0.56
